Contest ID, Bug ID,,, Bug Description,link,,
69, L-09,,,[L-09] Cached lpStaking and inventoryStaking in Zap contracts Submitted by pauliax,[L-09] Cached lpStaking and inventoryStaking in Zap contracts?Submitted by pauliax,,
69, L-10,,,"[L-10] NFTXMarketplaceZap: Restrict native ETH transfers to WETH contract Submitted by GreyArt, also found by defsec and pauliax","[L-10] NFTXMarketplaceZap: Restrict native ETH transfers to WETH contract?Submitted by GreyArt, also found by defsec and pauliax",,
69, L-11,,,"[L-11] NFTXSimpleFeeDistributor: Inconsistency between implementation and comment Submitted by GreyArt, also found by hyh","[L-11] NFTXSimpleFeeDistributor: Inconsistency between implementation and comment?Submitted by GreyArt, also found by hyh",,
69, L-12,,,[L-12] NFTXMarketplaceZap: Add rescue() function Submitted by GreyArt,[L-12] NFTXMarketplaceZap: Add rescue() function?Submitted by GreyArt,,
69, L-13,,,[L-13] NFTXStakingZap: Sanity checks on “to” (dest) address Submitted by GreyArt,[L-13] NFTXStakingZap: Sanity checks on “to” (dest) address?Submitted by GreyArt,,
69, L-14,,,[L-14] Marketplace allows functions made for ERC721 vaults to interact with ERC1155 vaults Submitted by Ruhum,[L-14] Marketplace allows functions made for ERC721 vaults to interact with ERC1155 vaults?Submitted by Ruhum,,
69, L-15,,,[L-15] InventoryStaking deposit() and withdraw() don't validate passed vaultId Submitted by Ruhum,[L-15] InventoryStaking?deposit()?and?withdraw()?don't validate passed vaultId?Submitted by Ruhum,,
69, L-16,,,[L-16] NFTXSimpleFeeDistributor#__SimpleFeeDistributor__init__() Missing __ReentrancyGuard_init() Submitted by WatchPug,[L-16]?NFTXSimpleFeeDistributor#__SimpleFeeDistributor__init__()?Missing?__ReentrancyGuard_init()?Submitted by WatchPug,,
69, L-17,,,"[L-17] Race condition in approve() 收件箱 Submitted by cccz, also found by WatchPug","[L-17] Race condition in approve() 收件箱?Submitted by cccz, also found by WatchPug",,
69, L-18,,,"[L-18] Same module can be added several times Submitted by cmichel, also found by csanuragjain","[L-18] Same module can be added several times?Submitted by cmichel, also found by csanuragjain",,
69, L-19,,,"[L-19] Zaps should verify paths Submitted by cmichel, also found by leastwood","[L-19] Zaps should verify paths?Submitted by cmichel, also found by leastwood",,
69, L-20,,,[L-20] Init frontrun Submitted by robee,[L-20] Init frontrun?Submitted by robee,,
69, L-21,,,[L-21] Unbounded iteration in NFTXVaultUpgradeable.allHoldings over all holdings Submitted by cmichel,[L-21] Unbounded iteration in?NFTXVaultUpgradeable.allHoldings?over all holdings?Submitted by cmichel,,
69, L-22,,,[L-22] Inconsistency in fee distribution Submitted by csanuragjain,[L-22] Inconsistency in fee distribution?Submitted by csanuragjain,,
69, L-23,,,"[L-23] Unfair fee distribution Submitted by p4st13r4, also found by cccz and cmichel","[L-23] Unfair fee distribution?Submitted by p4st13r4, also found by cccz and cmichel",,
69, L-24,,,[L-24] Missing OOB check in changeReceiverAlloc Submitted by gzeon,[L-24] Missing OOB check in?changeReceiverAlloc?Submitted by gzeon,,
69, L-25,,,[L-25] NFTXLPStaking.rewardDistTokenImpl is never initialized Submitted by Ruhum,[L-25]?NFTXLPStaking.rewardDistTokenImpl?is never initialized?Submitted by Ruhum,,
69, L-26,,,[L-26] NFTXVaultUpgradeable.mintTo and swapTo do not check for user supplied arrays length Submitted by hyh,[L-26] NFTXVaultUpgradeable.mintTo and swapTo do not check for user supplied arrays length?Submitted by hyh,,
69, L-27,,,[L-27] DOS on withdrawal Submitted by csanuragjain,[L-27] DOS on withdrawal?Submitted by csanuragjain,,
69, L-28,,,[L-28] NFTXInventoryStaking._deployXToken create2 deploy result isn't zero checked Submitted by hyh,[L-28] NFTXInventoryStaking._deployXToken create2 deploy result isn't zero checked?Submitted by hyh,,
69, L-29,,,"[L-29] NFTXStakingZap, NFTXMarketplaceZap and NFTXVaultUpgradeable use hard coded Cryptokitties and CryptoPunks addresses Submitted by hyh","[L-29] NFTXStakingZap, NFTXMarketplaceZap and NFTXVaultUpgradeable use hard coded Cryptokitties and CryptoPunks addresses?Submitted by hyh",,
69, L-30,,,[L-30] onlyOwnerIfPaused(0) argument should not be hard coded Submitted by jayjonah8,[L-30] onlyOwnerIfPaused(0) argument should not be hard coded?Submitted by jayjonah8,,
69, L-31,,,"[L-31] Missing address(0) checks Submitted by sirhashalot, also found by BouSalman and robee","[L-31] Missing address(0) checks?Submitted by sirhashalot, also found by BouSalman and robee",,
69, L-32,,,[L-32] timelockMint In TimelockRewardDistributionTokenImpl Does Not Ensure Mint Is Greater Than Zero Submitted by leastwood,[L-32]?timelockMint?In?TimelockRewardDistributionTokenImpl?Does Not Ensure Mint Is Greater Than Zero?Submitted by leastwood,,
69, L-33,,,[L-33] assignDefaultFeatures Does Nothing Submitted by leastwood,[L-33]?assignDefaultFeatures?Does Nothing?Submitted by leastwood,,
69, L-34,,,[L-34] Rewards Cannot Be Claimed If LP Tokens Are Unstaked Submitted by leastwood,[L-34] Rewards Cannot Be Claimed If LP Tokens Are Unstaked?Submitted by leastwood,,
69, L-35,,,[L-35] max timelockLength Submitted by pauliax,[L-35] max timelockLength?Submitted by pauliax,,
69, L-36,,,"[L-36] Require with empty message Submitted by robee, also found by hyh and WatchPug","[L-36] Require with empty message?Submitted by robee, also found by hyh and WatchPug",,
69, L-37,,,[L-37] Require with not comprehensive message Submitted by robee,[L-37] Require with not comprehensive message?Submitted by robee,,
69, L-38,,,"[L-38] Two Steps Verification before Transferring Ownership Submitted by robee, also found by Dravee and leastwood","[L-38] Two Steps Verification before Transferring Ownership?Submitted by robee, also found by Dravee and leastwood",,
7, L-01,,,No account existence check for low-level call in CEther.sol,https://github.com/code-423n4/2021-04-basedloans-findings/issues/16,,
7, L-02,,,sweepToken() function removed in CErc20.sol from original Compound code,https://github.com/code-423n4/2021-04-basedloans-findings/issues/17,,
7, L-03,,,All except one Comptroller verify functions do not verify anything in Comptroller.sol/CToken.sol,https://github.com/code-423n4/2021-04-basedloans-findings/issues/18,,
7, L-04,,,Floating pragma used in Uniswap*.sol,https://github.com/code-423n4/2021-04-basedloans-findings/issues/19,,
7, L-05,,,Missing input validation may set COMP token to zero-address in Comptroller.sol,https://github.com/code-423n4/2021-04-basedloans-findings/issues/20,,
7, L-06,,,Missing zero/threshold check for maxAssets,https://github.com/code-423n4/2021-04-basedloans-findings/issues/21,,
7, L-07,,,Usage of address.transfer,https://github.com/code-423n4/2021-04-basedloans-findings/issues/31,,
7, L-08,,,Unbounded iteration on refreshCompSpeedsInternal,https://github.com/code-423n4/2021-04-basedloans-findings/issues/32,,
7, L-09,,,uint[] memory parameter is tricky,https://github.com/code-423n4/2021-04-basedloans-findings/issues/12,,
7, L-10,,,CarefulMath / safe math not allways used,https://github.com/code-423n4/2021-04-basedloans-findings/issues/6,,
7, L-11,,,Use 'receive' when expecting eth and empty call data,https://github.com/code-423n4/2021-04-basedloans-findings/issues/25,,
7, L-12,,,Allow borrowCap to be filled fully,https://github.com/code-423n4/2021-04-basedloans-findings/issues/28,,
70, L-01,,,[L-01] unsafe cast Submitted by certora,[L-01] unsafe cast?Submitted by certora,,
70, L-02,,,"[L-02] Out of gas. Submitted by Jujic, also found by jayjonah8, pauliax, and robee","[L-02] Out of gas.?Submitted by Jujic, also found by jayjonah8, pauliax, and robee",,
70, L-03,,,[L-03] Core AMM logic is written to give the impression it is working on a different asset than it is. Submitted by TomFrenchBlockchain,[L-03] Core AMM logic is written to give the impression it is working on a different asset than it is.?Submitted by TomFrenchBlockchain,,
70, L-04,,,"[L-04] SHOULD CHECK RETURN DATA FROM CHAINLINK AGGREGATORS (Timestamp) Submitted by defsec, also found by danb, hyh, Jujic, and TomFrenchBlockchain","[L-04] SHOULD CHECK RETURN DATA FROM CHAINLINK AGGREGATORS (Timestamp)?Submitted by defsec, also found by danb, hyh, Jujic, and TomFrenchBlockchain",,
70, L-05,,,[L-05] USDV.claim Does Not Check If Index Is Valid Submitted by leastwood,[L-05]?USDV.claim?Does Not Check If Index Is Valid?Submitted by leastwood,,
70, L-06,,,[L-06] VaderMath:calculateSwapReverse require statement change to <= instead of < Submitted by GiveMeTestEther,[L-06] VaderMath:calculateSwapReverse require statement change to <= instead of <?Submitted by GiveMeTestEther,,
70, L-07,,,"[L-07] No Method To Remove Token Pairs Submitted by leastwood, also found by gzeon","[L-07] No Method To Remove Token Pairs?Submitted by leastwood, also found by gzeon",,
70, L-08,,,"[L-08] _addVaderPair and _addUSDVPair Does Not Check For Duplicate Token Pairs Submitted by leastwood, also found by gzeon","[L-08]?_addVaderPair?and?_addUSDVPair?Does Not Check For Duplicate Token Pairs?Submitted by leastwood, also found by gzeon",,
70, L-09,,,"[L-09] USDV minting limit is not applied if cycleTimestamp <= block.timestamp Submitted by TomFrenchBlockchain, also found by gzeon and pauliax","[L-09] USDV minting limit is not applied if?cycleTimestamp <= block.timestamp?Submitted by TomFrenchBlockchain, also found by gzeon and pauliax",,
70, L-10,,,[L-10] mintSynth might mint nothing Submitted by danb,[L-10] mintSynth might mint nothing?Submitted by danb,,
70, L-11,,,[L-11] validateGas does nothing Submitted by danb,[L-11] validateGas does nothing?Submitted by danb,,
70, L-12,,,[L-12] _addUSDVPair can also update Submitted by pauliax,[L-12] _addUSDVPair can also update?Submitted by pauliax,,
70, L-13,,,[L-13] loss of precision Submitted by danb,[L-13] loss of precision?Submitted by danb,,
70, L-14,,,[L-14] Lack of decimal control in StakingRewards Submitted by 0x1f8b,[L-14] Lack of decimal control in StakingRewards?Submitted by 0x1f8b,,
70, L-15,,,[L-15] Lack Of Router Setter Function Submitted by defsec,[L-15] Lack Of Router Setter Function?Submitted by defsec,,
70, L-16,,,[L-16] setGasThrottle function should be moved to BasePoolV2 Submitted by hyh,[L-16] setGasThrottle function should be moved to BasePoolV2?Submitted by hyh,,
70, L-17,,,[L-17] vader can be initialized twice Submitted by danb,[L-17] vader can be initialized twice?Submitted by danb,,
71, L-01,,,[L-01] Missing validation of address argument could indefinitely lock Registry contract Submitted by defsec,[L-01] Missing validation of address argument could indefinitely lock Registry contract?Submitted by defsec,,
71, L-02,,,"[L-02] Lack of inputs in Factory Submitted by 0x1f8b, also found by robee, Dravee, ospwner, hyh, and Meta0xNull","[L-02] Lack of inputs in Factory?Submitted by 0x1f8b, also found by robee, Dravee, ospwner, hyh, and Meta0xNull",,
71, L-03,,,[L-03] Wrong revert string in withdraw functions Submitted by p4st13r4,[L-03] Wrong revert string in withdraw functions?Submitted by p4st13r4,,
71, L-04,,,[L-04] resume() can be called by anyone in IndexTemplate.sol Submitted by p4st13r4,[L-04] resume() can be called by anyone in IndexTemplate.sol?Submitted by p4st13r4,,
71, L-05,,,"[L-05] No-op in CDSTemplate.sol' withdraw() Submitted by p4st13r4, also found by tqts, 0xngndev, cmichel, Fitraldys, and pauliax","[L-05] No-op in CDSTemplate.sol' withdraw()?Submitted by p4st13r4, also found by tqts, 0xngndev, cmichel, Fitraldys, and pauliax",,
71, L-06,,,[L-06] Require with empty message Submitted by robee,[L-06] Require with empty message?Submitted by robee,,
71, L-07,,,[L-07] No slippage control in CDSTemplate.sol = frontrun or sandwich Submitted by sirhashalot,[L-07] No slippage control in CDSTemplate.sol = frontrun or sandwich?Submitted by sirhashalot,,
71, L-08,,,[L-08] Incorrect return value comment Submitted by sirhashalot,[L-08] Incorrect return value comment?Submitted by sirhashalot,,
71, L-09,,,"[L-09] The fund function of the CDSTemplate contract does not match the description Submitted by cccz, also found by WatchPug","[L-09] The fund function of the CDSTemplate contract does not match the description?Submitted by cccz, also found by WatchPug",,
71, L-10,,,[L-10] Edge case in withdrawValue may lead to failed transactions Submitted by 0xngndev,[L-10] Edge case in withdrawValue may lead to failed transactions?Submitted by 0xngndev,,
71, L-11,,,[L-11] Incorrect Natspec can lead to errors Submitted by 0xngndev,[L-11] Incorrect Natspec can lead to errors?Submitted by 0xngndev,,
71, L-12,,,[L-12] Named return issue Submitted by robee,[L-12] Named return issue?Submitted by robee,,
71, L-13,,,[L-13] PoolTemplate worth function description is incorrect Submitted by hyh,[L-13] PoolTemplate worth function description is incorrect?Submitted by hyh,,
71, L-14,,,[L-14] Vault. withdrawValue will fail on subtraction if there are not enough _attributions Submitted by hyh,[L-14] Vault. withdrawValue will fail on subtraction if there are not enough _attributions?Submitted by hyh,,
71, L-15,,,[L-15] Factory. createMarket doesn't check if input array length is too big Submitted by hyh,[L-15] Factory. createMarket doesn't check if input array length is too big?Submitted by hyh,,
71, L-16,,,[L-16] Two Steps Verification before Transferring Ownership Submitted by robee,[L-16] Two Steps Verification before Transferring Ownership?Submitted by robee,,
71, L-17,,,"[L-17] Assert instead require to validate user inputs Submitted by robee, also found by 0xngndev, defsec, Dravee, hyh, and WatchPug","[L-17] Assert instead require to validate user inputs?Submitted by robee, also found by 0xngndev, defsec, Dravee, hyh, and WatchPug",,
71, L-18,,,[L-18] Allowance checks not correctly implemented Submitted by defsec,[L-18] Allowance checks not correctly implemented?Submitted by defsec,,
71, L-19,,,"[L-19] Implement check effect interaction to align with best practices Submitted by defsec, also found by sirhashalot","[L-19] Implement check effect interaction to align with best practices?Submitted by defsec, also found by sirhashalot",,
71, L-20,,,"[L-20] Improper Upper Bound Definition on the Fee Submitted by defsec, also found by Dravee and pauliax","[L-20] Improper Upper Bound Definition on the Fee?Submitted by defsec, also found by Dravee and pauliax",,
71, L-21,,,"[L-21] Inconsistency in pragma solidity version definition in InsureDAOERC20.sol Submitted by hubble, also found by robee","[L-21] Inconsistency in pragma solidity version definition in InsureDAOERC20.sol?Submitted by hubble, also found by robee",,
71, L-22,,,[L-22] Input validation not done in few important functions in Parameters.sol Submitted by hubble,[L-22] Input validation not done in few important functions in Parameters.sol?Submitted by hubble,,
71, L-23,,,[L-23] Can create market without some conditions Submitted by cmichel,[L-23] Can create market without some conditions?Submitted by cmichel,,
71, L-24,,,[L-24] Future owner is not cleared Submitted by cmichel,[L-24] Future owner is not cleared?Submitted by cmichel,,
71, L-25,,,[L-25] Lower slack can be higher than upper slack Submitted by cmichel,[L-25] Lower slack can be higher than upper slack?Submitted by cmichel,,
71, L-26,,,[L-26] Premium payments can be timed Submitted by cmichel,[L-26] Premium payments can be timed?Submitted by cmichel,,
71, L-27,,,"[L-27] Keeper, not controller: Vault.setKeeper and utilize descriptions are incorrect Submitted by hyh","[L-27] Keeper, not controller: Vault.setKeeper and utilize descriptions are incorrect?Submitted by hyh",,
71, L-28,,,[L-28] Vault#setController() Lack of validation for the amount of migrated funds Submitted by WatchPug,[L-28]?Vault#setController()?Lack of validation for the amount of migrated funds?Submitted by WatchPug,,
71, L-29,,,[L-29] Vault#_unutilize() Lack of validation for the amount of funds received Submitted by WatchPug,[L-29]?Vault#_unutilize()?Lack of validation for the amount of funds received?Submitted by WatchPug,,
71, L-30,,,[L-30] Wrong comment on fund function Submitted by Fitraldys,[L-30] Wrong comment on fund function?Submitted by Fitraldys,,
71, L-31,,,[L-31] Inconsistent divide by 0 checks for totalSupply() Submitted by Dravee,[L-31] Inconsistent divide by 0 checks for?totalSupply()?Submitted by Dravee,,
71, L-32,,,[L-32] Spec error on function: Factory:approveTemplate Submitted by Dravee,[L-32] Spec error on function:?Factory:approveTemplate?Submitted by Dravee,,
71, L-33,,,[L-33] Spec error on function: Factory:setCondition (difference with code comment) Submitted by Dravee,[L-33] Spec error on function:?Factory:setCondition?(difference with code comment)?Submitted by Dravee,,
71, L-34,,,[L-34] Skip balance check in _beforeTokenTransfer if no withdrawalRequest exists Submitted by TomFrenchBlockchain,[L-34] Skip balance check in _beforeTokenTransfer if no withdrawalRequest exists?Submitted by TomFrenchBlockchain,,
71, L-35,,,[L-35] targetLev can be set to 0 in IndexTemplate:setLeverage Submitted by Dravee,[L-35]?targetLev?can be set to 0 in?IndexTemplate:setLeverage?Submitted by Dravee,,
71, L-36,,,[L-36] getLockup and getWithdrawable can change after withdrawalReq is initiated Submitted by pauliax,[L-36] getLockup and getWithdrawable can change after withdrawalReq is initiated?Submitted by pauliax,,
71, L-37,,,[L-37] Validate _to is not empty Submitted by pauliax,[L-37] Validate _to is not empty?Submitted by pauliax,,
71, L-38,,,[L-38] Add a timelock to Parameters:setFeeRate Submitted by Dravee,[L-38] Add a timelock to?Parameters:setFeeRate?Submitted by Dravee,,
71, L-39,,,[L-39] Pause check missing on the several functions (PoolTemplate) Submitted by defsec,[L-39] Pause check missing on the several functions (PoolTemplate)?Submitted by defsec,,
71, L-40,,,[L-40] Insurance Pool Locking Does Not Propagate To All Markets Submitted by leastwood,[L-40] Insurance Pool Locking Does Not Propagate To All Markets?Submitted by leastwood,,
71, L-41,,,[L-41] Parameters.sol lacks input validation Submitted by cccz,[L-41] Parameters.sol lacks input validation?Submitted by cccz,,
71, L-42,,,"[L-42] Uncontrolled call to controller, which can be the zero address Submitted by camden","[L-42] Uncontrolled call to controller, which can be the zero address?Submitted by camden",,
72, L-01,,,[L-01] Funds can be lost Submitted by csanuragjain,[L-01] Funds can be lost?Submitted by csanuragjain,,
72, L-02,,,"[L-02] endTime can be before startTime Submitted by samruna, also found by defsec and WatchPug","[L-02] endTime can be before startTime?Submitted by samruna, also found by defsec and WatchPug",,
72, L-03,,,"[L-03] transfer() may break in future ETH upgrade Submitted by gzeon, also found by pauliax","[L-03] transfer() may break in future ETH upgrade?Submitted by gzeon, also found by pauliax",,
72, L-04,,,[L-04] The check for max rate 1000 ole should be inclusive Submitted by Dravee,[L-04] The check for?max rate 1000 ole?should be inclusive?Submitted by Dravee,,
72, L-05,,,[L-05] User reward can get stuck Submitted by csanuragjain,[L-05] User reward can get stuck?Submitted by csanuragjain,,
72, L-06,,,[L-06] Anyone can call release() in OLETokenLock.sol Submitted by jayjonah8,[L-06] Anyone can call release() in OLETokenLock.sol?Submitted by jayjonah8,,
72, L-07,,,"[L-07] Race condition in approve() Submitted by cccz, also found by defsec, mics, and sirhashalot","[L-07] Race condition in approve()?Submitted by cccz, also found by defsec, mics, and sirhashalot",,
72, L-08,,,[L-08] Anyone can claim airdrop amounts on behalf of anyone Submitted by cmichel,[L-08] Anyone can claim airdrop amounts on behalf of anyone?Submitted by cmichel,,
72, L-09,,,"[L-09] Assert instead require to validate user inputs Submitted by mics, also found by defsec, Dravee, and hyh","[L-09] Assert instead require to validate user inputs?Submitted by mics, also found by defsec, Dravee, and hyh",,
72, L-10,,,[L-10] Anyone can crash transferTo Submitted by pauliax,[L-10] Anyone can crash transferTo?Submitted by pauliax,,
72, L-11,,,[L-11] UniV2Dex and UniV2ClassDex use hard coded factory addresses for Pair and PairFees getters Submitted by hyh,[L-11] UniV2Dex and UniV2ClassDex use hard coded factory addresses for Pair and PairFees getters?Submitted by hyh,,
72, L-12,,,[L-12] Mult instead div in compares Submitted by mics,[L-12] Mult instead div in compares?Submitted by mics,,
72, L-13,,,[L-13] In the following public update functions no value is returned Submitted by mics,[L-13] In the following public update functions no value is returned?Submitted by mics,,
72, L-14,,,[L-14] UniV3Dex uniV3Buy slippage check error message is misleading Submitted by hyh,[L-14] UniV3Dex uniV3Buy slippage check error message is misleading?Submitted by hyh,,
72, L-15,,,[L-15] Bad actor may steal deposit return when liquidating a trade Submitted by jonah1005,[L-15] Bad actor may steal deposit return when liquidating a trade?Submitted by jonah1005,,
73, L-01,,,[L-01] No checks around poll voting mechanism Submitted by sirhashalot.,[L-01] No checks around poll voting mechanism?Submitted by sirhashalot.,,
73, L-02,,,"[L-02] Signature authentication bypass for ZERO address Submitted by kemmio, also found by 0x1f8b, danb, gzeon, and pauliax.","[L-02] Signature authentication bypass for ZERO address?Submitted by kemmio, also found by 0x1f8b, danb, gzeon, and pauliax.",,
73, L-03,,,[L-03] Front running in LivepeerToken Submitted by 0x1f8b.,[L-03] Front running in LivepeerToken?Submitted by 0x1f8b.,,
73, L-04,,,[L-04] Possible frozen gateway Submitted by 0x1f8b.,[L-04] Possible frozen gateway?Submitted by 0x1f8b.,,
73, L-05,,,"[L-05] DelegatorPool.sol#claim() Inaccurate check of claimedInitialStake < initialStake Submitted by WatchPug, also found by danb.","[L-05]?DelegatorPool.sol#claim()?Inaccurate check of?claimedInitialStake < initialStake?Submitted by WatchPug, also found by danb.",,
73, L-06,,,"[L-06] initialize function can be called by everyone and front-run in DelegatorPool.sol Submitted by Dravee, also found by cccz, defsec, and robee.","[L-06]?initialize?function can be called by everyone and front-run in?DelegatorPool.sol?Submitted by Dravee, also found by cccz, defsec, and robee.",,
73, L-07,,,[L-07] Missing _from param comment on LivepeerToken.sol:burn() Submitted by Dravee.,[L-07] Missing?_from?param comment on?LivepeerToken.sol:burn()?Submitted by Dravee.,,
73, L-08,,,"[L-08] In L2Migrator.sol:finalizeMigrateDelegator(), Account l2Addr's existence should be checked before call Submitted by Dravee.","[L-08] In?L2Migrator.sol:finalizeMigrateDelegator(), Account?l2Addr's existence should be checked before call?Submitted by Dravee.",,
73, L-09,,,[L-09] Missing setter function for l2MigratorAddr Submitted by defsec.,[L-09] Missing setter function for l2MigratorAddr?Submitted by defsec.,,
73, L-10,,,"[L-10] L1LPTGateway, L2LPTGateway should start off paused after deployed Submitted by WatchPug, also found by Ruhum.","[L-10]?L1LPTGateway,?L2LPTGateway?should start off paused after deployed?Submitted by WatchPug, also found by Ruhum.",,
73, L-11,,,[L-11] L2Migrator.claimStake attempts fee transfer without checking its possibility Submitted by hyh.,[L-11] L2Migrator.claimStake attempts fee transfer without checking its possibility?Submitted by hyh.,,
74, L-01,,,[L-01] Incorrect Q in comment Submitted by sirhashalot,[L-01] Incorrect Q in comment?Submitted by sirhashalot,,
74, L-02,,,[L-02] frontrun Temporary Dos attack Submitted by certora,[L-02] frontrun Temporary Dos attack?Submitted by certora,,
74, L-03,,,[L-03] Missing input validation on array lengths (PayMath.sol) Submitted by ye0lde,[L-03] Missing input validation on array lengths (PayMath.sol)?Submitted by ye0lde,,
74, L-04,,,[L-04] no contract check in function createPair Submitted by Tomio,[L-04] no contract check in function createPair?Submitted by Tomio,,
74, L-05,,,[L-05] SquareRoot#sqrtUp() Wrong implementation Submitted by WatchPug,[L-05]?SquareRoot#sqrtUp()?Wrong implementation?Submitted by WatchPug,,
74, L-06,,,[L-06] Named return issue Submitted by robee,[L-06] Named return issue?Submitted by robee,,
74, L-07,,,[L-07] Core configuration variables aren't checked for operational mistakes on construction Submitted by hyh,[L-07] Core configuration variables aren't checked for operational mistakes on construction?Submitted by hyh,,
74, L-08,,,"[L-08] dangerous receive function Submitted by danb, also found by defsec","[L-08] dangerous receive function?Submitted by danb, also found by defsec",,
74, L-09,,,[L-09] No check that _factory and _weth are different addresses in constructor Submitted by jayjonah8,[L-09] No check that _factory and _weth are different addresses in constructor?Submitted by jayjonah8,,
74, L-10,,,[L-10] Mint library uses wrong error code for max collateral check Submitted by hyh,[L-10] Mint library uses wrong error code for max collateral check?Submitted by hyh,,
74, L-11,,,[L-11] Wrong Safe implementation Submitted by 0x1f8b,[L-11] Wrong Safe implementation?Submitted by 0x1f8b,,
74, L-12,,,"[L-12] pendingOwner should be reset to address(0) after acceptOwner() is successfully called Submitted by Dravee, also found by cmichel, jah, p4st13r4, and pmerkleplant","[L-12]?pendingOwner?should be reset to?address(0)?after?acceptOwner()?is successfully called?Submitted by Dravee, also found by cmichel, jah, p4st13r4, and pmerkleplant",,
74, L-13,,,[L-13] TimeswapConvenience params structure components are not validated before usage Submitted by hyh,[L-13] TimeswapConvenience params structure components are not validated before usage?Submitted by hyh,,
74, L-14,,,[L-14] TimeswapPair's burn miss current pool liquidity check Submitted by hyh,[L-14] TimeswapPair's burn miss current pool liquidity check?Submitted by hyh,,
74, L-15,,,[L-15] Borrowing of the whole asset supply can yield a low-level division revert Submitted by hyh,[L-15] Borrowing of the whole asset supply can yield a low-level division revert?Submitted by hyh,,
74, L-16,,,[L-16] TimeswapPair.pay doesn't check for non-existent debt owner Submitted by hyh,[L-16] TimeswapPair.pay doesn't check for non-existent debt owner?Submitted by hyh,,
75, L-01,,,"[L-01] Distribution Updates Can Be Gamed Submitted by leastwood, also found by cmichel, danb, egjlmn1, gpersoon, hack3r-0m, harleythedog, kenzo, StErMi, and WatchPug","[L-01] Distribution Updates Can Be Gamed?Submitted by leastwood, also found by cmichel, danb, egjlmn1, gpersoon, hack3r-0m, harleythedog, kenzo, StErMi, and WatchPug",,
75, L-02,,,"[L-02] setLockPeriods function lack of input validation Submitted by cccz, also found by agusduha, certora, hack3r-0m, jayjonah8, Jujic, Tomio, WatchPug, and ye0lde","[L-02] setLockPeriods function lack of input validation?Submitted by cccz, also found by agusduha, certora, hack3r-0m, jayjonah8, Jujic, Tomio, WatchPug, and ye0lde",,
75, L-03,,,[L-03] Owner can steal XDEFI without any capital risk Submitted by onewayfunction,[L-03] Owner can steal XDEFI without any capital risk?Submitted by onewayfunction,,
75, L-04,,,[L-04] Possible profitability manipulations Submitted by Czar102,[L-04] Possible profitability manipulations?Submitted by Czar102,,
75, L-06,,,"[L-06] Assert instead require to validate user inputs Submitted by robee, also found by egjlmn1 and WatchPug","[L-06] Assert instead require to validate user inputs?Submitted by robee, also found by egjlmn1 and WatchPug",,
75, L-07,,,"[L-07] _zeroDurationPointBase can potentially be exploited to get more scores Submitted by WatchPug, also found by pedroais","[L-07]?_zeroDurationPointBase?can potentially be exploited to get more scores?Submitted by WatchPug, also found by pedroais",,
75, L-08,,,[L-08] Unsafe type casting Submitted by WatchPug,[L-08] Unsafe type casting?Submitted by WatchPug,,
75, L-09,,,"[L-09] Use of return value from assignment hampers readability Submitted by TomFrenchBlockchain, also found by egjlmn1, robee, and WatchPug","[L-09] Use of return value from assignment hampers readability?Submitted by TomFrenchBlockchain, also found by egjlmn1, robee, and WatchPug",,
75, L-10,,,[L-10] No option to unlock funds before set duration Submitted by sirhashalot,[L-10] No option to unlock funds before set duration?Submitted by sirhashalot,,
75, L-11,,,"[L-11] in function setLockPeriods, multiplier can be set to lower than 100 Submitted by Tomio","[L-11] in function setLockPeriods, multiplier can be set to lower than 100?Submitted by Tomio",,
76, L-01,,,"[L-01] safeApprove will fail if the current approval is not 0 Submitted by pauliax, also found by cccz and sirhashalot","[L-01] safeApprove will fail if the current approval is not 0?Submitted by pauliax, also found by cccz and sirhashalot",,
76, L-02,,,[L-02] Slippage parameter for SherBuy Submitted by pauliax,[L-02] Slippage parameter for SherBuy?Submitted by pauliax,,
76, L-03,,,[L-03] Many protocolUpdate() calls erase historic previousCoverage Submitted by sirhashalot,[L-03] Many?protocolUpdate()?calls erase historic previousCoverage?Submitted by sirhashalot,,
76, L-04,,,"[L-04] SherBuy: SHER and USDC token addresses should be derived from _sherlockPosition Submitted by GreyArt, also found by cccz","[L-04] SherBuy: SHER and USDC token addresses should be derived from _sherlockPosition?Submitted by GreyArt, also found by cccz",,
76, L-05,,,[L-05] Sherlock: Revert for non-existent ID in viewRewardForArbRestake Submitted by GreyArt,[L-05] Sherlock: Revert for non-existent ID in viewRewardForArbRestake?Submitted by GreyArt,,
76, L-06,,,"[L-06] Wrong user input check of incoming USDC when escalating claim Submitted by kenzo, also found by GreyArt","[L-06] Wrong user input check of incoming USDC when escalating claim?Submitted by kenzo, also found by GreyArt",,
76, L-07,,,[L-07] missing whenNotPaused Submitted by danb,[L-07] missing whenNotPaused?Submitted by danb,,
76, L-08,,,[L-08] Pausable paused() is not enforced to be present Submitted by pauliax,[L-08] Pausable paused() is not enforced to be present?Submitted by pauliax,,
76, L-09,,,[L-09] Missing parameter check or confusing comment in function protocolRemove (SherlockProtocolManager.sol) Submitted by ye0lde,[L-09] Missing parameter check or confusing comment in function protocolRemove (SherlockProtocolManager.sol)?Submitted by ye0lde,,
