Contest ID, Bug ID,,, Bug Description,link,
66, M-05,,,Reentrancy in contracts/BorrowerOperations.sol,https://github.com/code-423n4/2021-12-yetifinance-findings/issues/183,
66, M-06,,,Collateral parameters can be overwritten,https://github.com/code-423n4/2021-12-yetifinance-findings/issues/198,
66, M-07,,,Cannot use most piecewise linear functions with current implementation,https://github.com/code-423n4/2021-12-yetifinance-findings/issues/200,
66, M-08,,,rong comment in getFee,https://github.com/code-423n4/2021-12-yetifinance-findings/issues/203,
66, M-09,,,Fee not decayed if past decayTime,https://github.com/code-423n4/2021-12-yetifinance-findings/issues/204,
67, M-01,,,[WP-H0] Late users will take more losses than expected when the underlying contract (EthAnchor) suffers investment losses,https://github.com/code-423n4/2022-01-sandclock-findings/issues/156,
67, M-02,,,[WP-H2] NonUSTStrategy.sol Improper handling of swap fees allows attacker to steal funds from other users,https://github.com/code-423n4/2022-01-sandclock-findings/issues/158,
67, M-03,,,[WP-H9] Centralization Risk: Funds can be frozen when critical key holders lose access to their keys ,https://github.com/code-423n4/2022-01-sandclock-findings/issues/165,
67, M-04,,,"unsponsor, claimYield and withdraw might fail unexpectadly",https://github.com/code-423n4/2022-01-sandclock-findings/issues/76,
67, M-05,,,Add a timelock to BaseStrategy:setPerfFeePct,https://github.com/code-423n4/2022-01-sandclock-findings/issues/178,
67, M-06,,,[WP-M8] totalUnderlyingMinusSponsored() may revert on underflow and malfunction the contract,https://github.com/code-423n4/2022-01-sandclock-findings/issues/164,
67, M-07,,,Vault can't receive deposits if underlying token charges fees on transfer,https://github.com/code-423n4/2022-01-sandclock-findings/issues/55,
67, M-08,,,Medium: Consider alternative price feed + ensure _minLockPeriod > 0 to prevent flash loan attacks,tps://gi,
67, M-09,,,no use of safeMint() as safe guard for users,https://github.com/code-423n4/2022-01-sandclock-findings/issues/29,
67, M-10,,,"No setter for exchangeRateFeeder, whose address might change in future",https://github.com/code-423n4/2022-01-sandclock-findings/issues/71,
67, M-11,,,Changing a strategy can be bricked,https://github.com/code-423n4/2022-01-sandclock-findings/issues/91,
67, M-12,,,investedAssets() Does Not Take Into Consideration The Performance Fee Charged On Strategy Withdrawals,https://github.com/code-423n4/2022-01-sandclock-findings/issues/66,
67, M-13,,,Incompatibility With Rebasing/Deflationary/Inflationary tokens,https://github.com/code-423n4/2022-01-sandclock-findings/issues/179,
67, M-14,,,A Single Malicious Trusted Account Can Takeover Parent Contract,https://github.com/code-423n4/2022-01-sandclock-findings/issues/132,
67, M-15,,,Check _to is not empty,https://github.com/code-423n4/2022-01-sandclock-findings/issues/183,
68, M-01,,,Function joinTokenSingle in SingleTokenJoin.sol and SingleTokenJoinV2.sol can be made to fail,https://github.com/code-423n4/2021-12-amun-findings/issues/81,
68, M-02,,,Unchecked return value from low-level call(),https://github.com/code-423n4/2021-12-amun-findings/issues/237,
68, M-03,,,itis possible to "uninitialize" ERC20Facet contract,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/main/reports/View%20on%20GitHub,
68, M-04,,,Annualized fee APY dependence on the frequency of executing a function,https://github.com/code-423n4/2021-12-amun-findings/issues/280,
68, M-05,,,totalSupply may exceed LibBasketStorage.basketStorage().maxCap,https://github.com/code-423n4/2021-12-amun-findings/issues/283,
68, M-06,,,block.timestamp or deadline,https://github.com/code-423n4/2021-12-amun-findings/issues/47,
68, M-07,,,ERC20 return values not checked,https://github.com/code-423n4/2021-12-amun-findings/issues/192,
68, M-08,,,SingleNativeTokenExitV2 assumes first exchange holds the outputToken ,https://github.com/code-423n4/2021-12-amun-findings/issues/176,
68, M-09,,,Failed transfer with low level call could be overlooked,https://github.com/code-423n4/2021-12-amun-findings/issues/78,
68, M-10,,,fees calculations are not accurate,https://github.com/code-423n4/2021-12-amun-findings/issues/73,
69, M-01,,,Missing non reentrancy modifier,https://github.com/code-423n4/2021-12-nftx-findings/issues/37,
69, M-02,,,NFTXSimpleFeeDistributor#addReceiver: Failure to check for existing receiver,https://github.com/code-423n4/2021-12-nftx-findings/issues/230,
69, M-03,,,NFTXMarketplaceZap.sol#buyAnd***() should return unused weth/eth back to msg.sender instead of to,https://github.com/code-423n4/2021-12-nftx-findings/issues/161,
69, M-04,,,NFTXStakingZap and NFTXMarketplaceZap's transferFromERC721 transfer Cryptokitties to the wrong address,https://github.com/code-423n4/2021-12-nftx-findings/issues/185,
69, M-05,,,Pool Manager can frontrun fees to 100% and use it to steal the value from users,https://github.com/code-423n4/2021-12-nftx-findings/issues/213,
69, M-06,,,xToken Approvals Allow Spenders To Spend More Tokens,https://github.com/code-423n4/2021-12-nftx-findings/issues/58,
69, M-07,,,Rewards can be stolen,https://github.com/code-423n4/2021-12-nftx-findings/issues/136,
69, M-08,,,Low-level call return value not checked,https://github.com/code-423n4/2021-12-nftx-findings/issues/140,
69, M-09,,,Bypass zap timelock,https://github.com/code-423n4/2021-12-nftx-findings/issues/178,
69, M-10,,,NFTXSimpleFeeDistributor._sendForReceiver doesn't return success if receiver is not a contract,https://github.com/code-423n4/2021-12-nftx-findings/issues/105,
69, M-11,,,NFTXVaultFactoryUpgradeable implementation can be replaced in production breaking the system,https://github.com/code-423n4/2021-12-nftx-findings/issues/177,
69, M-12,,,buyAndSwap1155WETH Does Not Work As Intended,https://github.com/code-423n4/2021-12-nftx-findings/issues/45,
69, M-13,,,Dishonest Stakers Can Siphon Rewards From xToken Holders Through The deposit Function In NFTXInventoryStaking,https://github.com/code-423n4/2021-12-nftx-findings/issues/57,
69, M-14,,,Return variable can remain unassigned in _sendForReceiver ,https://github.com/code-423n4/2021-12-nftx-findings/issues/121,
69, M-15,,,No access control on assignFees() function in NFTXVaultFactoryUpgradeable contract,https://github.com/code-423n4/2021-12-nftx-findings/issues/50,
69, M-16,,,Malicious receiver can make distribute function denial of service,https://github.com/code-423n4/2021-12-nftx-findings/issues/69,
69, M-17,,,transfer return value is ignored,https://github.com/code-423n4/2021-12-nftx-findings/issues/40,
7, M-01,,,Reward rates can be changed through flash borrows,https://github.com/code-423n4/2021-04-basedloans-findings/issues/33,
70, M-01,,,VaderPoolV2.mintFungible exposes users to unlimited slippage,https://github.com/code-423n4/2021-12-vader-findings/issues/2,
70, M-02,,,Adding pair of the same foreignAsset would replace oracle of earlier entry,https://github.com/code-423n4/2021-12-vader-findings/issues/160,
70, M-03,,,No way to remove GasThrottle from VaderPool after deployment,https://github.com/code-423n4/2021-12-vader-findings/issues/52,
70, M-04,,,VaderReserve.reimburseImpermanentLoss improperly converts USDV to VADER,https://github.com/code-423n4/2021-12-vader-findings/issues/7,
70, M-05,,,"Users can lock themselves out of being able to convert VETH, becoming stuck with the deprecated asset ",https://github.com/code-423n4/2021-12-vader-findings/issues/97,
70, M-06,,,Oracle can be manipulted to consider only a single pair for pricing,https://github.com/code-423n4/2021-12-vader-findings/issues/40,
71, M-01,,,repayDebt in Vault.sol could DOS functionality for markets,https://github.com/code-423n4/2022-01-insure-findings/issues/126,
71, M-02,,,Owner can call applyCover multiple times in PoolTemplate.sol,https://github.com/code-423n4/2022-01-insure-findings/issues/160,
71, M-03,,,Signature replay ,https://github.com/code-423n4/2022-01-insure-findings/issues/184,
71, M-04,,,System Debt Is Not Handled When Insurance Pools Become Insolvent,https://github.com/code-423n4/2022-01-insure-findings/issues/228,
71, M-05,,,[WP-M17] Vault.sol Tokens with fee on transfer are not supported ,https://github.com/code-423n4/2022-01-insure-findings/issues/236,
71, M-06,,,Index compensate is 0 when totalLiquidity() is enough to cover the whole amount,https://github.com/code-423n4/2022-01-insure-findings/issues/354,
71, M-07,,,requestWithdraw without obligation to withdraw allow underwriter to avoid payout,https://github.com/code-423n4/2022-01-insure-findings/issues/295,
71, M-08,,,Unbounded iteration over all indexes (2),https://github.com/code-423n4/2022-01-insure-findings/issues/352,
72, M-01,,,UniV2ClassDex.sol#uniClassSell() Tokens with fee on transfer are not fully supported,https://github.com/code-423n4/2022-01-openleverage-findings/issues/208,
72, M-02,,,Missing payable,https://github.com/code-423n4/2022-01-openleverage-findings/issues/61,
72, M-03,,,Eth sent to Timelock will be locked in current implementation,https://github.com/code-423n4/2022-01-openleverage-findings/issues/80,
72, M-04,,,OpenLevV1.closeTrade with V3 DEX doesn't correctly accounts fee on transfer tokens for repayments,https://github.com/code-423n4/2022-01-openleverage-findings/issues/104,
72, M-05,,,anti-flashloan mechanism may lead to protocol default,https://github.com/code-423n4/2022-01-openleverage-findings/issues/233,
73, M-01,,,L1Migrator.migrateLPT` can be used to take away protocol's access to LPT tokens in BridgeMinter,https://github.com/code-423n4/2022-01-livepeer-findings/issues/97,
73, M-02,,,"[WP-H3] L1Migrator.sol#migrateETH() Improper implementation of L1Migrator causing migrateETH() always reverts, can lead to ETH in BridgeMinter getting stuck in the contract",https://github.com/code-423n4/2022-01-livepeer-findings/issues/198,
73, M-03,,,Fund loss when insufficient call value to cover fee,https://github.com/code-423n4/2022-01-livepeer-findings/issues/238,
73, M-04,,,[WP-M0] MINTER_ROLE can be granted by the deployer of L2LivepeerToken and mint arbitrary amount of tokens,https://github.com/code-423n4/2022-01-livepeer-findings/issues/193,
73, M-05,,,[WP-M1] BURNER_ROLE can burn any amount of L2LivepeerToken from an arbitrary address,https://github.com/code-423n4/2022-01-livepeer-findings/issues/194,
73, M-06,,,[WP-M2] DEFAULT_ADMIN_ROLE can approve arbitrary address to spend any amount from the L1Escrow contract,https://github.com/code-423n4/2022-01-livepeer-findings/issues/195,
73, M-07,,,"[WP-M4] Unable to use L2GatewayRouter to withdraw LPT from L2 to L1, as L2LPTGateway does not implement L2GatewayRouter expected method",https://github.com/code-423n4/2022-01-livepeer-findings/issues/202,
73, M-08,,,Admin can rug L2 Escrow tokens leading to reputation risk,https://github.com/code-423n4/2022-01-livepeer-findings/issues/165,
74, M-01,,,burn() doesn't call ERC721 _burn(),https://github.com/code-423n4/2022-01-timeswap-findings/issues/111,
74, M-02,,,safeDecimals can revert causing DoS,https://github.com/code-423n4/2022-01-timeswap-findings/issues/112,
74, M-03,,,safeName() can revert causing DoS ,https://github.com/code-423n4/2022-01-timeswap-findings/issues/113,
74, M-04,,,safeSymbol() can revert causing DoS,https://github.com/code-423n4/2022-01-timeswap-findings/issues/114,
74, M-05,,,XSS via SVG Construction contract,https://github.com/code-423n4/2022-01-timeswap-findings/issues/131,
74, M-06,,,TimeswapPair.sol#mint() Malicious user/attacker can mint new liquidity with an extremely small amount of yIncrease and malfunction the pair with the maturity,https://github.com/code-423n4/2022-01-timeswap-findings/issues/165,
74, M-07,,,no reentrancy guard on mint() function that has a callback,https://github.com/code-423n4/2022-01-timeswap-findings/issues/43,
74, M-08,,,users might pay enormous amouts of gas,https://github.com/code-423n4/2022-01-timeswap-findings/issues/74,
74, M-09,,,DOS pay function,https://github.com/code-423n4/2022-01-timeswap-findings/issues/86,
74, M-10,,,Convenience contract fails to function if asset or collateral is an ERC20 token with fees ,https://github.com/code-423n4/2022-01-timeswap-findings/issues/93,
75, M-01,,,_safeMint Will Fail Due To An Edge Case In Calculating tokenId Using The _generateNewTokenId Function,https://github.com/code-423n4/2022-01-xdefi-findings/issues/17,
76, M-01,,,SherlockClaimManager: Incorrect amounts needed and paid for escalated claims,https://github.com/code-423n4/2022-01-sherlock-findings/issues/230,
76, M-02,,,tokenBalanceOfAddress of nftOwner becomes permanently incorrect after arbRestake,https://github.com/code-423n4/2022-01-sherlock-findings/issues/109,
76, M-03,,,updateYieldStrategy will freeze some funds with the old Strategy if yieldStrategy fails to withdraw all the funds because of liquidity issues,https://github.com/code-423n4/2022-01-sherlock-findings/issues/76,
76, M-04,,,Reenterancy in _sendSherRewardsToOwner(),https://github.com/code-423n4/2022-01-sherlock-findings/issues/60,
77, M-01,,,"[WP-H1] The value of LP token can be manipulated by the first minister, which allows the attacker to dilute future liquidity providers' shares",https://github.com/code-423n4/2022-01-elasticswap-findings/issues/145,
78, M-01,,,Incorrect unlockTime can DOS withdrawGovernanceAsset,https://github.com/code-423n4/2022-01-behodler-findings/issues/228,
78, M-02,,,Reentrancy on Flash Governance Proposal Withdrawal,https://github.com/code-423n4/2022-01-behodler-findings/issues/154,
78, M-03,,,Burning a User's Tokens for a Flash Proposal will not Deduct Their Balance,https://github.com/code-423n4/2022-01-behodler-findings/issues/157,
78, M-04,,,The system can get to a "stuck" state if a bad proposal (proposal that can't be executed) is accepted,https://github.com/code-423n4/2022-01-behodler-findings/issues/153,
78, M-05,,,flan can't be transferred unless the flan contract has flan balance greater than the amount we want to transfer,https://github.com/code-423n4/2022-01-behodler-findings/issues/160,
78, M-06,,,Consistently check account balance before and after transfers for Fee-On-Transfer discrepencies,https://github.com/code-423n4/2022-01-behodler-findings/issues/237,
78, M-07,,,Calling generateFLNQuote twice in every block prevents any migration,https://github.com/code-423n4/2022-01-behodler-findings/issues/102,
78, M-08,,,Tolerance is not enforced during a flash governance decision,https://github.com/code-423n4/2022-01-behodler-findings/issues/306,
78, M-09,,,All the scxMinted is at risk of being burnt.(Limbo.sol) ,https://github.com/code-423n4/2022-01-behodler-findings/issues/335,
78, M-10,,,user won't be able to get his rewards in case of staking with amount = 0,https://github.com/code-423n4/2022-01-behodler-findings/issues/146,
78, M-11,,,You can grief migrations by sending SCX to the UniswapHelper,https://github.com/code-423n4/2022-01-behodler-findings/issues/105,
78, M-12,,,You can flip governance decisions without extending vote duration,https://github.com/code-423n4/2022-01-behodler-findings/issues/106,
78, M-13,,,Lack of access control in the parameterize function of proposal contracts ,https://github.com/code-423n4/2022-01-behodler-findings/issues/296,
78, M-14,,,UniswapHelper.buyFlanAndBurn is a subject to sandwich attacks,https://github.com/code-423n4/2022-01-behodler-findings/issues/230,
79, M-01,,,Improper Upper Bound Definition on the Fee,https://github.com/code-423n4/2022-01-trader-joe-findings/issues/255,
79, M-02,,,Owner of LaunchEvent token has the ability to DOS attack the event,https://github.com/code-423n4/2022-01-trader-joe-findings/issues/121,
79, M-03,,,createRJLaunchEvent() can be called by anyone with 1 Wei of _token and stop others from creating RJLaunchEvent with the same token anymore,https://github.com/code-423n4/2022-01-trader-joe-findings/issues/247,
79, M-04,,,Uninitialized RocketJoeStaking.lastRewardTimestamp can inflate rJoe supply,https://github.com/code-423n4/2022-01-trader-joe-findings/issues/202,
79, M-05,,,Failed transfer with low level call could be overlooked,https://github.com/code-423n4/2022-01-trader-joe-findings/issues/170,
79, M-06,,,possibility of minting rJOE tokens before ownership is changed to RocketJoeStaking,https://github.com/code-423n4/2022-01-trader-joe-findings/issues/261,
79, M-07,,,withdrawAVAX() function has call to sender without reentrancy protection,https://github.com/code-423n4/2022-01-trader-joe-findings/issues/32,
79, M-08,,,LP Tokens May Be Locked in Contract Due to allowEmergencyWithdraw() in Stage 3,https://github.com/code-423n4/2022-01-trader-joe-findings/issues/169,
79, M-09,,,createPair() expects zero slippage,https://github.com/code-423n4/2022-01-trader-joe-findings/issues/146,
79, M-10,,,Use safeTransfer/safeTransferFrom consistently instead of transfer/transferFrom,https://github.com/code-423n4/2022-01-trader-joe-findings/issues/121,
79, M-11,,,Re-enterable Code When Making a Deposit to Stake,https://github.com/code-423n4/2022-01-trader-joe-findings/issues/127,
79, M-12,,,Pair creation can be denied,https://github.com/code-423n4/2022-01-trader-joe-findings/issues/197,
79, M-13,,,ERC20 return values not checked,https://github.com/code-423n4/2022-01-trader-joe-findings/issues/198,
79, M-14,,,Incompatibility With Rebasing/Deflationary/Inflationary tokens,https://github.com/code-423n4/2022-01-trader-joe-findings/issues/18,
79, M-15,,,Lack of input checks (withrawal penalties should always be greater than 0) ,https://github.com/code-423n4/2022-01-trader-joe-findings/issues/314,
8, M-01,,,Randomization of NFTs returned in redeem/swap operations can be brute-forced,https://github.com/code-423n4/2021-05-nftx-findings/issues/78,
8, M-02,,,Use safeTransfer/safeTransferFrom consistently instead of transfer/transferFrom,https://github.com/code-423n4/2021-05-nftx-findings/issues/79,
8, M-03,,,Fee Distribution Re-Entrancy,https://github.com/code-423n4/2021-05-nftx-findings/issues/11,
8, M-05,,,Unbounded iteration in NFTXEligiblityManager.distribute over _feeReceivers,https://github.com/code-423n4/2021-05-nftx-findings/issues/47,
8, M-06,,,Manager can grief with fees,https://github.com/code-423n4/2021-05-nftx-findings/issues/51,
8, M-07,,,Tokens can get stuck in NFTXMintRequestEligibility,https://github.com/code-423n4/2021-05-nftx-findings/issues/59,
8, M-08,,,A malicious receiver can cause another receiver to lose out on distributed fees by returning false for tokensReceived when receiveRewards is called on their receiver contract. ,https://github.com/code-423n4/2021-05-nftx-findings/issues/69,
80, M-01,,,Oracle data feed is insufficiently validated.,https://github.com/code-423n4/2022-01-yield-findings/issues/136,
80, M-02,,,Rewards distribution can be disrupted by a early user,https://github.com/code-423n4/2022-01-yield-findings/issues/116,
81, M-01,,,Usage of deprecated ChainLink API in EIP1271Wallet,https://github.com/code-423n4/2022-01-notional-findings/issues/197,
81, M-02,,,sNOTE.sol#_mintFromAssets() Lack of slippage control,https://github.com/code-423n4/2022-01-notional-findings/issues/181,
81, M-03,,,No upper limit on coolDownTimeInSeconds allows funds to be locked sNOTE owner. ,https://github.com/code-423n4/2022-01-notional-findings/issues/40,
81, M-04,,,MAX_SHORTFALL_WITHDRAW limit on BTP extraction is not enforced,https://github.com/code-423n4/2022-01-notional-findings/issues/209,
81, M-05,,,sNOTE Holders Are Not Incetivized To Vote On Proposals To Call extractTokensForCollateralShortfall,https://github.com/code-423n4/2022-01-notional-findings/issues/229,
81, M-06,,,getVotingPower Is Not Equipped To Handle On-Chain Voting,https://github.com/code-423n4/2022-01-notional-findings/issues/165,
81, M-07,,,_validateOrder Does Not Allow Anyone To Be A Taker Of An Off-Chain Order,https://github.com/code-423n4/2022-01-notional-findings/issues/152,
83, M-01,,,Deposits after the grace period should not be allowed,https://github.com/code-423n4/2022-02-concur-findings/issues/251,
83, M-02,,,Unconstrained fee,https://github.com/code-423n4/2022-02-concur-findings/issues/242,
83, M-03,,,[WP-M17] USDMPegRecovery.sol#withdraw() withdraw may often fail,https://github.com/code-423n4/2022-02-concur-findings/issues/212,
83, M-04,,,[WP-M0] USDMPegRecovery.sol#provide() Improper design/implementation make it often unable to add liquidity to the usdm3crv pool ,https://github.com/code-423n4/2022-02-concur-findings/issues/191,
83, M-05,,,USDM locked unless guardian remove liquidity,https://github.com/code-423n4/2022-02-concur-findings/issues/187,
83, M-06,,,[WP-H29] StakingRewards.sol recoverERC20() can be used as a backdoor by the owner to retrieve rewardsToken,https://github.com/code-423n4/2022-02-concur-findings/issues/210,
83, M-07,,,Fee-on-transfer token donations in Shelter break withdrawals,https://github.com/code-423n4/2022-02-concur-findings/issues/180,
83, M-08,,,Donated Tokens Cannot Be Recovered If A Shelter Is Deactivated,https://github.com/code-423n4/2022-02-concur-findings/issues/173,
83, M-09,,,[WP-H28] StakingRewards.sol#notifyRewardAmount() Improper reward balance checks can make some users unable to withdraw their rewards ,https://github.com/code-423n4/2022-02-concur-findings/issues/209,
83, M-10,,,Users Will Lose Rewards If The Shelter Mechanism Is Enacted Before A Recent Checkpoint,https://github.com/code-423n4/2022-02-concur-findings/issues/115,
83, M-11,,,ConvexStakingWrapper.enterShelter() May Erroneously Overwrite amountInShelter Leading To Locked Tokens,https://github.com/code-423n4/2022-02-concur-findings/issues/109,
83, M-12,,,USDMPegRecovery.provide() Will Fail If There Is An Excess Of usdm Tokens,https://github.com/code-423n4/2022-02-concur-findings/issues/94,
83, M-13,,,StakingRewards.recoverERC20 allows owner to rug the rewardsToken,https://github.com/code-423n4/2022-02-concur-findings/issues/69,
83, M-14,,,Owner can steal Concur rewards,https://github.com/code-423n4/2022-02-concur-findings/issues/239,
83, M-15,,,Owner can lock tokens in MasterChef,https://github.com/code-423n4/2022-02-concur-findings/issues/238,
83, M-16,,,Rewards get diluted because totalAllocPoint can only increase. ,https://github.com/code-423n4/2022-02-concur-findings/issues/221,
83, M-17,,,Deactivate function can be bypassed,https://github.com/code-423n4/2022-02-concur-findings/issues/28,
83, M-18,,,Users Will Lose Concur Rewards If The Shelter Mechanism Is Enacted On A Pool,https://github.com/code-423n4/2022-02-concur-findings/issues/116,
83, M-19,,,Rogue pool in Shelter,https://github.com/code-423n4/2022-02-concur-findings/issues/74,
83, M-20,,,MasterChef.updatePool() Fails To Update Reward Variables If block.number >= endBlock,https://github.com/code-423n4/2022-02-concur-findings/issues/107,
83, M-21,,,[ConcurRewardPool] Possible reentrancy when claiming rewards ,https://github.com/code-423n4/2022-02-concur-findings/issues/86,
83, M-22,,,If The Staking Token Exists In Both StakingRewards.sol And ConvexStakingWrapper.sol Then It Will Be Possible To Continue Claiming Concur Rewards After The Shelter Has Been Activated,https://github.com/code-423n4/2022-02-concur-findings/issues/117,
83, M-23,,,Transfer to treasury can register as succeeded when failing in _calcRewardIntegral,https://github.com/code-423n4/2022-02-concur-findings/issues/120,
83, M-24,,,[WP-H1] Rewards distribution can be disrupted by a early user,https://github.com/code-423n4/2022-02-concur-findings/issues/193,
83, M-25,,,[WP-H2] ConvexStakingWrapper#deposit() depositors may lose their funds when the _amount is huge,https://github.com/code-423n4/2022-02-concur-findings/issues/194,
83, M-26,,,"StakingRewards.setRewardsDuration allows setting near zero or enormous rewardsDuration, which breaks reward logic",https://github.com/code-423n4/2022-02-concur-findings/issues/223,
83, M-27,,,[WP-H16] MasterChef.sol A depositor can deposit an arbitrary amount without no cost,https://github.com/code-423n4/2022-02-concur-findings/issues/208,
83, M-28,,,"During stake or deposit, users would not be rewared the correct Concur token, when MasterChef has under-supply of it.",https://github.com/code-423n4/2022-02-concur-findings/issues/262,
83, M-29,,,ConvexStakingWrapper deposits and withdraws will frequently be disabled if a token that doesn't allow zero value transfers will be added as a reward one,https://github.com/code-423n4/2022-02-concur-findings/issues/231,
83, M-30,,,StakingRewards reward rate can be dragged out and diluted,https://github.com/code-423n4/2022-02-concur-findings/issues/183,
83, M-31,,,execute in VoteProxy should be payable,https://github.com/code-423n4/2022-02-concur-findings/issues/173,
89, M-01,,,Liquidations can be run on the bogus Oracle prices,https://github.com/code-423n4/2022-02-hubble-findings/issues/46,
89, M-02,,,Hidden governance,https://github.com/code-423n4/2022-02-hubble-findings/issues/11,
89, M-03,,,ClearingHouse May Whitelist Duplicate AMMs ,https://github.com/code-423n4/2022-02-hubble-findings/issues/50,
89, M-04,,,settleFunding will exceed block gas with more markets and activity,https://github.com/code-423n4/2022-02-hubble-findings/issues/97,
89, M-05,,,Oracle.getUnderlyingPrice could have wrong decimals,https://github.com/code-423n4/2022-02-hubble-findings/issues/44,
89, M-06,,,"After debt seizure from InsuranceFund, user can dilute all past participants.",https://github.com/code-423n4/2022-02-hubble-findings/issues/129,
89, M-07,,,ClearingHouse margin calculations will break up if an AMM returning non-6 decimals positions be white listed,https://github.com/code-423n4/2022-02-hubble-findings/issues/37,
89, M-08,,,All AMMs have to be past nextFundingTime to update,https://github.com/code-423n4/2022-02-hubble-findings/issues/130,
89, M-09,,,Ownership of Swap.vy cannot be transferred,https://github.com/code-423n4/2022-02-hubble-findings/issues/93,
89, M-10,,,Blocking of the VUSD withdrawals is possible if the reserve token doesn't support zero value transfers,https://github.com/code-423n4/2022-02-hubble-findings/issues/29,
89, M-11,,,Users are able to front-run bad debt settlements to avoid insurance costs,https://github.com/code-423n4/2022-02-hubble-findings/issues/59,
89, M-12,,,AMM Cannot Be initialize() Except By Governance ,https://github.com/code-423n4/2022-02-hubble-findings/issues/51,
89, M-13,,,Assets sent from MarginAccount to InsuranceFund will be locked forever,https://github.com/code-423n4/2022-02-hubble-findings/issues/128,
89, M-14,,,liquidation is vulnerable to sandwich attacks,https://github.com/code-423n4/2022-02-hubble-findings/issues/113,
89, M-15,,,[WP-H7] InsuranceFund#syncDeps() may cause users' fund loss,https://github.com/code-423n4/2022-02-hubble-findings/issues/100,
89, M-16,,,USDC blacklisted accounts can DoS the withdrawal system,https://github.com/code-423n4/2022-02-hubble-findings/issues/76,
89, M-17,,,Governance issue - robee,https://github.com/code-423n4/2022-02-hubble-findings/issues/140,
90, M-01,,,Index managers can rug user funds,https://github.com/code-423n4/2022-04-phuture-findings/issues/55,
90, M-02,,,Chainlink's latestRoundData might return stale or incorrect results,https://github.com/code-423n4/2022-04-phuture-findings/issues/1,
90, M-03,,,Inactive skipped assets can be drained from the index,https://github.com/code-423n4/2022-04-phuture-findings/issues/54,
90, M-04,,,Wrong requirement in reweight function (ManagedIndexReweightingLogic.sol),https://github.com/code-423n4/2022-04-phuture-findings/issues/40,
90, M-05,,,Asset Manager can update existing _assetAggregator,https://github.com/code-423n4/2022-04-phuture-findings/issues/22,
90, M-06,,,Duplicate asset can be added,https://github.com/code-423n4/2022-04-phuture-findings/issues/23,
90, M-07,,,Tokens with fee on transfer are not supported ,https://github.com/code-423n4/2022-04-phuture-findings/issues/43,
90, M-08,,,Wrong shareChange() function (vToken.sol),https://github.com/code-423n4/2022-04-phuture-findings/issues/26,
92, M-01,,,ERC4626RouterBase.withdraw should use a **max** shares out check,https://github.com/code-423n4/2022-02-tribe-turbo-findings/issues/28,
92, M-02,,,[WP-M2] Wrong implementation of TurboSafe.sol#less() may cause boosted record value in TurboMaster bigger than actual lead to BoostCapForVault and BoostCapForCollateral to be permanently occupied,https://github.com/code-423n4/2022-02-tribe-turbo-findings/issues/55,
92, M-03,,,Slurp can be frontrun with fee increase,https://github.com/code-423n4/2022-02-tribe-turbo-findings/issues/29,
92, M-04,,,ERC4626 does not work with fee-on-transfer tokens,https://github.com/code-423n4/2022-02-tribe-turbo-findings/issues/26,
92, M-05,,,Gibber can take any amount from safes,https://github.com/code-423n4/2022-02-tribe-turbo-findings/issues/62,
94, M-01,,,EIP-712 signatures can be re-used in private sales,https://github.com/code-423n4/2022-02-foundation-findings/issues/68,
94, M-02,,,SendValueWithFallbackWithdraw: withdrawFor function may fail to withdraw ether recorded in pendingWithdrawals,https://github.com/code-423n4/2022-02-foundation-findings/issues/12,
94, M-03,,,Approve race condition in FETH,https://github.com/code-423n4/2022-02-foundation-findings/issues/14,
94, M-04,,,adminAccountMigration() Does Not Update buyPrice.seller,https://github.com/code-423n4/2022-02-foundation-findings/issues/87,
94, M-05,,,Exchange does not split royalty revenue correctly,https://github.com/code-423n4/2022-02-foundation-findings/issues/29,
94, M-06,,,buyFromPrivateSaleFor() Will Fail if The Buyer Has Insufficient Balance Due to an Open Offer on The Same NFT,https://github.com/code-423n4/2022-02-foundation-findings/issues/77,
94, M-07,,,_getCreatorPaymentInfo() is Not Equipped to Handle Reverts on an Unbounded _recipients Array,`_getCreatorPaymentInfo()` is Not Equipped to Handle Reverts on an Unbounded `_recipients` Array 路 Issue #85 路 code-423n4/2022-02-foundation-findings 路 GitHub,
94, M-08,,,Primary seller can avoid paying the primary fee,https://github.com/code-423n4/2022-02-foundation-findings/issues/39,
94, M-09,,,Missing receiver validation in withdrawFrom,https://github.com/code-423n4/2022-02-foundation-findings/issues/42,
94, M-10,,,LockedBalance library should drop parameters to 96/32 bits,https://github.com/code-423n4/2022-02-foundation-findings/issues/44,
94, M-11,,,MAX_ROYALTY_RECIPIENTS_INDEX set too low,https://github.com/code-423n4/2022-02-foundation-findings/issues/45,
94, M-12,,,Private sale spoofing,https://github.com/code-423n4/2022-02-foundation-findings/issues/46,
94, M-13,,,Escrowed NFT can be stolen by anyone if no active buyPrice or auction exists for it,https://github.com/code-423n4/2022-02-foundation-findings/issues/51,
94, M-14,,,Upgradable escrow contract ,https://github.com/code-423n4/2022-02-foundation-findings/issues/53,
94, M-15,,,[WP-M5] Royalties can be distribution unfairly among creatorRecipients for NFT contracts with non-standard getRoyalties() returns,https://github.com/code-423n4/2022-02-foundation-findings/issues/57,
94, M-16,,,[WP-M6] Inappropriate support of EIP-2981,https://github.com/code-423n4/2022-02-foundation-findings/issues/58,
